experiment	biological	genotype	genotype_barplot	treatment	genotype_treatment	genotype_treatment_biological	flowpot_number	plant_no	FW_g
FP_gluco	bio2	pen2	gpen2	BFO	pen2_BFO	pen2_BFO_bio2	fp4	pl3	0.0395
FP_gluco	bio2	pen2	gpen2	BFO	pen2_BFO	pen2_BFO_bio2	fp4	pl4	0.0383
FP_gluco	bio2	pen2	gpen2	BFO	pen2_BFO	pen2_BFO_bio2	fp5	pl1	0.0244
FP_gluco	bio2	pen2	gpen2	BFO	pen2_BFO	pen2_BFO_bio2	fp5	pl2	0.0257
FP_gluco	bio2	pen2	gpen2	BFO	pen2_BFO	pen2_BFO_bio2	fp5	pl3	0.0181
FP_gluco	bio2	pen2	gpen2	BFO	pen2_BFO	pen2_BFO_bio2	fp5	pl4	0.0288
FP_gluco	bio2	pen2	gpen2	BFO	pen2_BFO	pen2_BFO_bio2	fp6	pl1	0.0316
FP_gluco	bio2	pen2	gpen2	BFO	pen2_BFO	pen2_BFO_bio2	fp6	pl2	0.0319
FP_gluco	bio2	pen2	gpen2	BFO	pen2_BFO	pen2_BFO_bio2	fp6	pl3	0.0323
FP_gluco	bio2	pen2	gpen2	BFO	pen2_BFO	pen2_BFO_bio2	fp6	pl4	0.025
FP_gluco	bio2	pad3	hpad3	sterile	pad3_sterile	pad3_sterile_bio2	fp1	pl1	0.0096
FP_gluco	bio2	pad3	hpad3	sterile	pad3_sterile	pad3_sterile_bio2	fp1	pl2	0.0034
FP_gluco	bio2	pad3	hpad3	sterile	pad3_sterile	pad3_sterile_bio2	fp1	pl3	0.0682
FP_gluco	bio2	pad3	hpad3	sterile	pad3_sterile	pad3_sterile_bio2	fp1	pl4	
FP_gluco	bio2	pad3	hpad3	sterile	pad3_sterile	pad3_sterile_bio2	fp2	pl1	0.0011
FP_gluco	bio2	pad3	hpad3	sterile	pad3_sterile	pad3_sterile_bio2	fp2	pl2	0.0111
FP_gluco	bio2	pad3	hpad3	sterile	pad3_sterile	pad3_sterile_bio2	fp2	pl3	0.0488
FP_gluco	bio2	pad3	hpad3	sterile	pad3_sterile	pad3_sterile_bio2	fp2	pl4	0.0372
FP_gluco	bio2	pad3	hpad3	sterile	pad3_sterile	pad3_sterile_bio2	fp3	pl1	0.0098
FP_gluco	bio2	pad3	hpad3	sterile	pad3_sterile	pad3_sterile_bio2	fp3	pl2	0.0123
FP_gluco	bio2	pad3	hpad3	sterile	pad3_sterile	pad3_sterile_bio2	fp3	pl3	0.0047
FP_gluco	bio2	pad3	hpad3	sterile	pad3_sterile	pad3_sterile_bio2	fp3	pl4	0.0005
FP_gluco	bio2	pad3	hpad3	sterile	pad3_sterile	pad3_sterile_bio2	fp4	pl1	0.0086
FP_gluco	bio2	pad3	hpad3	sterile	pad3_sterile	pad3_sterile_bio2	fp4	pl2	0.0131
FP_gluco	bio2	pad3	hpad3	sterile	pad3_sterile	pad3_sterile_bio2	fp4	pl3	0.0215
FP_gluco	bio2	pad3	hpad3	sterile	pad3_sterile	pad3_sterile_bio2	fp4	pl4	0.0124
FP_gluco	bio2	pad3	hpad3	sterile	pad3_sterile	pad3_sterile_bio2	fp5	pl1	0.0197
FP_gluco	bio2	pad3	hpad3	sterile	pad3_sterile	pad3_sterile_bio2	fp5	pl2	0.0063
FP_gluco	bio2	pad3	hpad3	sterile	pad3_sterile	pad3_sterile_bio2	fp5	pl3	0.0027
FP_gluco	bio2	pad3	hpad3	sterile	pad3_sterile	pad3_sterile_bio2	fp5	pl4	0.0066
FP_gluco	bio2	pad3	hpad3	sterile	pad3_sterile	pad3_sterile_bio2	fp6	pl1	0.0034
FP_gluco	bio2	pad3	hpad3	sterile	pad3_sterile	pad3_sterile_bio2	fp6	pl2	0.0063
FP_gluco	bio2	pad3	hpad3	sterile	pad3_sterile	pad3_sterile_bio2	fp6	pl3	
FP_gluco	bio2	pad3	hpad3	sterile	pad3_sterile	pad3_sterile_bio2	fp6	pl4	
FP_gluco	bio2	pad3	hpad3	BFO	pad3_BFO	pad3_BFO_bio2	fp1	pl1	0.0295
FP_gluco	bio2	pad3	hpad3	BFO	pad3_BFO	pad3_BFO_bio2	fp1	pl2	0.0071
FP_gluco	bio2	pad3	hpad3	BFO	pad3_BFO	pad3_BFO_bio2	fp1	pl3	0.0149
FP_gluco	bio2	pad3	hpad3	BFO	pad3_BFO	pad3_BFO_bio2	fp1	pl4	0.0324
FP_gluco	bio2	pad3	hpad3	BFO	pad3_BFO	pad3_BFO_bio2	fp2	pl1	0.0372
FP_gluco	bio2	pad3	hpad3	BFO	pad3_BFO	pad3_BFO_bio2	fp2	pl2	0.0195
FP_gluco	bio2	pad3	hpad3	BFO	pad3_BFO	pad3_BFO_bio2	fp2	pl3	0.0387
FP_gluco	bio2	pad3	hpad3	BFO	pad3_BFO	pad3_BFO_bio2	fp2	pl4	0.0163
FP_gluco	bio2	pad3	hpad3	BFO	pad3_BFO	pad3_BFO_bio2	fp3	pl1	0.0388
FP_gluco	bio2	pad3	hpad3	BFO	pad3_BFO	pad3_BFO_bio2	fp3	pl2	0.0331
FP_gluco	bio2	pad3	hpad3	BFO	pad3_BFO	pad3_BFO_bio2	fp3	pl3	0.0181
FP_gluco	bio2	pad3	hpad3	BFO	pad3_BFO	pad3_BFO_bio2	fp3	pl4	0.0275
FP_gluco	bio2	pad3	hpad3	BFO	pad3_BFO	pad3_BFO_bio2	fp4	pl1	0.028
FP_gluco	bio2	pad3	hpad3	BFO	pad3_BFO	pad3_BFO_bio2	fp4	pl2	0.0083
FP_gluco	bio2	pad3	hpad3	BFO	pad3_BFO	pad3_BFO_bio2	fp4	pl3	0.0216
FP_gluco	bio2	pad3	hpad3	BFO	pad3_BFO	pad3_BFO_bio2	fp4	pl4	0.0243
FP_gluco	bio2	pad3	hpad3	BFO	pad3_BFO	pad3_BFO_bio2	fp5	pl1	0.0207
FP_gluco	bio2	pad3	hpad3	BFO	pad3_BFO	pad3_BFO_bio2	fp5	pl2	0.0114
FP_gluco	bio2	pad3	hpad3	BFO	pad3_BFO	pad3_BFO_bio2	fp5	pl3	0.0168
FP_gluco	bio2	pad3	hpad3	BFO	pad3_BFO	pad3_BFO_bio2	fp5	pl4	0.0517
FP_gluco	bio2	pad3	hpad3	BFO	pad3_BFO	pad3_BFO_bio2	fp6	pl1	0.0075
FP_gluco	bio2	pad3	hpad3	BFO	pad3_BFO	pad3_BFO_bio2	fp6	pl2	0.0266
FP_gluco	bio2	pad3	hpad3	BFO	pad3_BFO	pad3_BFO_bio2	fp6	pl3	0.0183
FP_gluco	bio2	pad3	hpad3	BFO	pad3_BFO	pad3_BFO_bio2	fp6	pl4	0.0124
FP_gluco	bio2	cyp71a27	kcyp71a27	sterile	cyp71a27_sterile	cyp71a27_sterile_bio2	fp1	pl1	0.0245
FP_gluco	bio2	cyp71a27	kcyp71a27	sterile	cyp71a27_sterile	cyp71a27_sterile_bio2	fp1	pl2	0.0267
FP_gluco	bio2	cyp71a27	kcyp71a27	sterile	cyp71a27_sterile	cyp71a27_sterile_bio2	fp1	pl3	0.0066
FP_gluco	bio2	cyp71a27	kcyp71a27	sterile	cyp71a27_sterile	cyp71a27_sterile_bio2	fp1	pl4	0.0205
FP_gluco	bio2	cyp71a27	kcyp71a27	sterile	cyp71a27_sterile	cyp71a27_sterile_bio2	fp2	pl1	0.0262
FP_gluco	bio2	cyp71a27	kcyp71a27	sterile	cyp71a27_sterile	cyp71a27_sterile_bio2	fp2	pl2	0.0109
FP_gluco	bio2	cyp71a27	kcyp71a27	sterile	cyp71a27_sterile	cyp71a27_sterile_bio2	fp2	pl3	0.0176
FP_gluco	bio2	cyp71a27	kcyp71a27	sterile	cyp71a27_sterile	cyp71a27_sterile_bio2	fp2	pl4	0.0199
FP_gluco	bio2	cyp71a27	kcyp71a27	sterile	cyp71a27_sterile	cyp71a27_sterile_bio2	fp3	pl1	0.029
FP_gluco	bio2	cyp71a27	kcyp71a27	sterile	cyp71a27_sterile	cyp71a27_sterile_bio2	fp3	pl2	0.0428
FP_gluco	bio2	cyp71a27	kcyp71a27	sterile	cyp71a27_sterile	cyp71a27_sterile_bio2	fp3	pl3	0.0391
FP_gluco	bio2	cyp71a27	kcyp71a27	sterile	cyp71a27_sterile	cyp71a27_sterile_bio2	fp3	pl4	0.0065
FP_gluco	bio2	cyp71a27	kcyp71a27	sterile	cyp71a27_sterile	cyp71a27_sterile_bio2	fp4	pl1	0.0468
FP_gluco	bio2	cyp71a27	kcyp71a27	sterile	cyp71a27_sterile	cyp71a27_sterile_bio2	fp4	pl2	0.049
FP_gluco	bio2	cyp71a27	kcyp71a27	sterile	cyp71a27_sterile	cyp71a27_sterile_bio2	fp4	pl3	0.0212
FP_gluco	bio2	cyp71a27	kcyp71a27	sterile	cyp71a27_sterile	cyp71a27_sterile_bio2	fp4	pl4	0.0315
FP_gluco	bio2	cyp71a27	kcyp71a27	sterile	cyp71a27_sterile	cyp71a27_sterile_bio2	fp5	pl1	0.0195
FP_gluco	bio2	cyp71a27	kcyp71a27	sterile	cyp71a27_sterile	cyp71a27_sterile_bio2	fp5	pl2	0.0296
FP_gluco	bio2	cyp71a27	kcyp71a27	sterile	cyp71a27_sterile	cyp71a27_sterile_bio2	fp5	pl3	0.0117
FP_gluco	bio2	cyp71a27	kcyp71a27	sterile	cyp71a27_sterile	cyp71a27_sterile_bio2	fp5	pl4	0.0253
FP_gluco	bio2	cyp71a27	kcyp71a27	sterile	cyp71a27_sterile	cyp71a27_sterile_bio2	fp6	pl1	0.0137
FP_gluco	bio2	cyp71a27	kcyp71a27	sterile	cyp71a27_sterile	cyp71a27_sterile_bio2	fp6	pl2	0.0092
FP_gluco	bio2	cyp71a27	kcyp71a27	sterile	cyp71a27_sterile	cyp71a27_sterile_bio2	fp6	pl3	0.0037
FP_gluco	bio2	cyp71a27	kcyp71a27	sterile	cyp71a27_sterile	cyp71a27_sterile_bio2	fp6	pl4	0.0085
FP_gluco	bio2	cyp71a27	kcyp71a27	BFO	cyp71a27_BFO	cyp71a27_BFO_bio2	fp1	pl1	0.0894
FP_gluco	bio2	cyp71a27	kcyp71a27	BFO	cyp71a27_BFO	cyp71a27_BFO_bio2	fp1	pl2	0.0828
FP_gluco	bio2	cyp71a27	kcyp71a27	BFO	cyp71a27_BFO	cyp71a27_BFO_bio2	fp1	pl3	0.1047
FP_gluco	bio2	cyp71a27	kcyp71a27	BFO	cyp71a27_BFO	cyp71a27_BFO_bio2	fp1	pl4	
FP_gluco	bio2	cyp71a27	kcyp71a27	BFO	cyp71a27_BFO	cyp71a27_BFO_bio2	fp2	pl1	0.0433
FP_gluco	bio2	cyp71a27	kcyp71a27	BFO	cyp71a27_BFO	cyp71a27_BFO_bio2	fp2	pl2	0.0752
FP_gluco	bio2	cyp71a27	kcyp71a27	BFO	cyp71a27_BFO	cyp71a27_BFO_bio2	fp2	pl3	0.0541
FP_gluco	bio2	cyp71a27	kcyp71a27	BFO	cyp71a27_BFO	cyp71a27_BFO_bio2	fp2	pl4	0.0813
FP_gluco	bio2	cyp71a27	kcyp71a27	BFO	cyp71a27_BFO	cyp71a27_BFO_bio2	fp3	pl1	0.075
FP_gluco	bio2	cyp71a27	kcyp71a27	BFO	cyp71a27_BFO	cyp71a27_BFO_bio2	fp3	pl2	0.0667
FP_gluco	bio2	cyp71a27	kcyp71a27	BFO	cyp71a27_BFO	cyp71a27_BFO_bio2	fp3	pl3	0.0397
FP_gluco	bio2	cyp71a27	kcyp71a27	BFO	cyp71a27_BFO	cyp71a27_BFO_bio2	fp3	pl4	0.0071
FP_gluco	bio2	cyp71a27	kcyp71a27	BFO	cyp71a27_BFO	cyp71a27_BFO_bio2	fp4	pl1	0.0468
FP_gluco	bio2	cyp71a27	kcyp71a27	BFO	cyp71a27_BFO	cyp71a27_BFO_bio2	fp4	pl2	0.0292
FP_gluco	bio2	cyp71a27	kcyp71a27	BFO	cyp71a27_BFO	cyp71a27_BFO_bio2	fp4	pl3	0.0636
FP_gluco	bio2	cyp71a27	kcyp71a27	BFO	cyp71a27_BFO	cyp71a27_BFO_bio2	fp4	pl4	
FP_gluco	bio2	cyp71a27	kcyp71a27	BFO	cyp71a27_BFO	cyp71a27_BFO_bio2	fp5	pl1	0.0147
FP_gluco	bio2	cyp71a27	kcyp71a27	BFO	cyp71a27_BFO	cyp71a27_BFO_bio2	fp5	pl2	0.0049
FP_gluco	bio2	cyp71a27	kcyp71a27	BFO	cyp71a27_BFO	cyp71a27_BFO_bio2	fp5	pl3	0.0085
FP_gluco	bio2	cyp71a27	kcyp71a27	BFO	cyp71a27_BFO	cyp71a27_BFO_bio2	fp5	pl4	0.037
FP_gluco	bio2	cyp71a27	kcyp71a27	BFO	cyp71a27_BFO	cyp71a27_BFO_bio2	fp6	pl1	0.018
FP_gluco	bio2	cyp71a27	kcyp71a27	BFO	cyp71a27_BFO	cyp71a27_BFO_bio2	fp6	pl2	0.0313
FP_gluco	bio2	cyp71a27	kcyp71a27	BFO	cyp71a27_BFO	cyp71a27_BFO_bio2	fp6	pl3	0.0132
FP_gluco	bio2	cyp71a27	kcyp71a27	BFO	cyp71a27_BFO	cyp71a27_BFO_bio2	fp6	pl4	0.0051
FP_gluco	bio2	cyp71a12_a13	ecyp71a12_a13	sterile	cyp71a12_a13_sterile	cyp71a12_a13_sterile_bio2	fp1	pl1	
FP_gluco	bio2	cyp71a12_a13	ecyp71a12_a13	sterile	cyp71a12_a13_sterile	cyp71a12_a13_sterile_bio2	fp1	pl2	
FP_gluco	bio2	cyp71a12_a13	ecyp71a12_a13	sterile	cyp71a12_a13_sterile	cyp71a12_a13_sterile_bio2	fp1	pl3	
FP_gluco	bio2	cyp71a12_a13	ecyp71a12_a13	sterile	cyp71a12_a13_sterile	cyp71a12_a13_sterile_bio2	fp1	pl4	
FP_gluco	bio2	cyp71a12_a13	ecyp71a12_a13	sterile	cyp71a12_a13_sterile	cyp71a12_a13_sterile_bio2	fp2	pl1	0.0378
FP_gluco	bio2	cyp71a12_a13	ecyp71a12_a13	sterile	cyp71a12_a13_sterile	cyp71a12_a13_sterile_bio2	fp2	pl2	
FP_gluco	bio2	cyp71a12_a13	ecyp71a12_a13	sterile	cyp71a12_a13_sterile	cyp71a12_a13_sterile_bio2	fp2	pl3	
FP_gluco	bio2	cyp71a12_a13	ecyp71a12_a13	sterile	cyp71a12_a13_sterile	cyp71a12_a13_sterile_bio2	fp2	pl4	
FP_gluco	bio2	cyp71a12_a13	ecyp71a12_a13	sterile	cyp71a12_a13_sterile	cyp71a12_a13_sterile_bio2	fp3	pl1	
FP_gluco	bio2	cyp71a12_a13	ecyp71a12_a13	sterile	cyp71a12_a13_sterile	cyp71a12_a13_sterile_bio2	fp3	pl2	
FP_gluco	bio2	cyp71a12_a13	ecyp71a12_a13	sterile	cyp71a12_a13_sterile	cyp71a12_a13_sterile_bio2	fp3	pl3	
FP_gluco	bio2	cyp71a12_a13	ecyp71a12_a13	sterile	cyp71a12_a13_sterile	cyp71a12_a13_sterile_bio2	fp3	pl4	
FP_gluco	bio2	cyp71a12_a13	ecyp71a12_a13	sterile	cyp71a12_a13_sterile	cyp71a12_a13_sterile_bio2	fp4	pl1	
FP_gluco	bio2	cyp71a12_a13	ecyp71a12_a13	sterile	cyp71a12_a13_sterile	cyp71a12_a13_sterile_bio2	fp4	pl2	
FP_gluco	bio2	cyp71a12_a13	ecyp71a12_a13	sterile	cyp71a12_a13_sterile	cyp71a12_a13_sterile_bio2	fp4	pl3	
FP_gluco	bio2	cyp71a12_a13	ecyp71a12_a13	sterile	cyp71a12_a13_sterile	cyp71a12_a13_sterile_bio2	fp4	pl4	
FP_gluco	bio2	cyp71a12_a13	ecyp71a12_a13	sterile	cyp71a12_a13_sterile	cyp71a12_a13_sterile_bio2	fp5	pl1	
FP_gluco	bio2	cyp71a12_a13	ecyp71a12_a13	sterile	cyp71a12_a13_sterile	cyp71a12_a13_sterile_bio2	fp5	pl2	
FP_gluco	bio2	cyp71a12_a13	ecyp71a12_a13	sterile	cyp71a12_a13_sterile	cyp71a12_a13_sterile_bio2	fp5	pl3	
FP_gluco	bio2	cyp71a12_a13	ecyp71a12_a13	sterile	cyp71a12_a13_sterile	cyp71a12_a13_sterile_bio2	fp5	pl4	
FP_gluco	bio2	cyp71a12_a13	ecyp71a12_a13	sterile	cyp71a12_a13_sterile	cyp71a12_a13_sterile_bio2	fp6	pl1	
FP_gluco	bio2	cyp71a12_a13	ecyp71a12_a13	sterile	cyp71a12_a13_sterile	cyp71a12_a13_sterile_bio2	fp6	pl2	
FP_gluco	bio2	cyp71a12_a13	ecyp71a12_a13	sterile	cyp71a12_a13_sterile	cyp71a12_a13_sterile_bio2	fp6	pl3	
FP_gluco	bio2	cyp71a12_a13	ecyp71a12_a13	sterile	cyp71a12_a13_sterile	cyp71a12_a13_sterile_bio2	fp6	pl4	
FP_gluco	bio2	cyp71a12_a13	ecyp71a12_a13	BFO	cyp71a12_a13_BFO	cyp71a12_a13_BFO_bio2	fp1	pl1	0.0714
FP_gluco	bio2	cyp71a12_a13	ecyp71a12_a13	BFO	cyp71a12_a13_BFO	cyp71a12_a13_BFO_bio2	fp1	pl2	0.0245
FP_gluco	bio2	cyp71a12_a13	ecyp71a12_a13	BFO	cyp71a12_a13_BFO	cyp71a12_a13_BFO_bio2	fp1	pl3	0.0189
FP_gluco	bio2	cyp71a12_a13	ecyp71a12_a13	BFO	cyp71a12_a13_BFO	cyp71a12_a13_BFO_bio2	fp1	pl4	0.0193
FP_gluco	bio2	cyp71a12_a13	ecyp71a12_a13	BFO	cyp71a12_a13_BFO	cyp71a12_a13_BFO_bio2	fp2	pl1	0.0424
FP_gluco	bio2	cyp71a12_a13	ecyp71a12_a13	BFO	cyp71a12_a13_BFO	cyp71a12_a13_BFO_bio2	fp2	pl2	0.0419
FP_gluco	bio2	cyp71a12_a13	ecyp71a12_a13	BFO	cyp71a12_a13_BFO	cyp71a12_a13_BFO_bio2	fp2	pl3	0.046
FP_gluco	bio2	cyp71a12_a13	ecyp71a12_a13	BFO	cyp71a12_a13_BFO	cyp71a12_a13_BFO_bio2	fp2	pl4	0.061
FP_gluco	bio2	cyp71a12_a13	ecyp71a12_a13	BFO	cyp71a12_a13_BFO	cyp71a12_a13_BFO_bio2	fp3	pl1	0.0556
FP_gluco	bio2	cyp71a12_a13	ecyp71a12_a13	BFO	cyp71a12_a13_BFO	cyp71a12_a13_BFO_bio2	fp3	pl2	0.0291
FP_gluco	bio2	cyp71a12_a13	ecyp71a12_a13	BFO	cyp71a12_a13_BFO	cyp71a12_a13_BFO_bio2	fp3	pl3	0.0501
FP_gluco	bio2	cyp71a12_a13	ecyp71a12_a13	BFO	cyp71a12_a13_BFO	cyp71a12_a13_BFO_bio2	fp3	pl4	
FP_gluco	bio2	cyp71a12_a13	ecyp71a12_a13	BFO	cyp71a12_a13_BFO	cyp71a12_a13_BFO_bio2	fp4	pl1	0.0884
FP_gluco	bio2	cyp71a12_a13	ecyp71a12_a13	BFO	cyp71a12_a13_BFO	cyp71a12_a13_BFO_bio2	fp4	pl2	0.0024
FP_gluco	bio2	cyp71a12_a13	ecyp71a12_a13	BFO	cyp71a12_a13_BFO	cyp71a12_a13_BFO_bio2	fp4	pl3	0.0206
FP_gluco	bio2	cyp71a12_a13	ecyp71a12_a13	BFO	cyp71a12_a13_BFO	cyp71a12_a13_BFO_bio2	fp4	pl4	0.0226
FP_gluco	bio2	cyp71a12_a13	ecyp71a12_a13	BFO	cyp71a12_a13_BFO	cyp71a12_a13_BFO_bio2	fp5	pl1	0.0713
FP_gluco	bio2	cyp71a12_a13	ecyp71a12_a13	BFO	cyp71a12_a13_BFO	cyp71a12_a13_BFO_bio2	fp5	pl2	0.0413
FP_gluco	bio2	cyp71a12_a13	ecyp71a12_a13	BFO	cyp71a12_a13_BFO	cyp71a12_a13_BFO_bio2	fp5	pl3	0.021
FP_gluco	bio2	cyp71a12_a13	ecyp71a12_a13	BFO	cyp71a12_a13_BFO	cyp71a12_a13_BFO_bio2	fp5	pl4	0.0434
FP_gluco	bio2	cyp71a12_a13	ecyp71a12_a13	BFO	cyp71a12_a13_BFO	cyp71a12_a13_BFO_bio2	fp6	pl1	0.0284
FP_gluco	bio2	cyp71a12_a13	ecyp71a12_a13	BFO	cyp71a12_a13_BFO	cyp71a12_a13_BFO_bio2	fp6	pl2	0.0568
FP_gluco	bio2	cyp71a12_a13	ecyp71a12_a13	BFO	cyp71a12_a13_BFO	cyp71a12_a13_BFO_bio2	fp6	pl3	0.0621
FP_gluco	bio2	cyp71a12_a13	ecyp71a12_a13	BFO	cyp71a12_a13_BFO	cyp71a12_a13_BFO_bio2	fp6	pl4	0.0565
FP_gluco	bio2	cyp79b2_b3	bcyp79b2_b3	sterile	cyp79b2_b3_sterile	cyp79b2_b3_sterile_bio2	fp1	pl1	0.0026
FP_gluco	bio2	cyp79b2_b3	bcyp79b2_b3	sterile	cyp79b2_b3_sterile	cyp79b2_b3_sterile_bio2	fp1	pl2	0.011
FP_gluco	bio2	cyp79b2_b3	bcyp79b2_b3	sterile	cyp79b2_b3_sterile	cyp79b2_b3_sterile_bio2	fp1	pl3	0.0074
FP_gluco	bio2	cyp79b2_b3	bcyp79b2_b3	sterile	cyp79b2_b3_sterile	cyp79b2_b3_sterile_bio2	fp1	pl4	
FP_gluco	bio2	cyp79b2_b3	bcyp79b2_b3	sterile	cyp79b2_b3_sterile	cyp79b2_b3_sterile_bio2	fp2	pl1	
FP_gluco	bio2	cyp79b2_b3	bcyp79b2_b3	sterile	cyp79b2_b3_sterile	cyp79b2_b3_sterile_bio2	fp2	pl2	
FP_gluco	bio2	cyp79b2_b3	bcyp79b2_b3	sterile	cyp79b2_b3_sterile	cyp79b2_b3_sterile_bio2	fp2	pl3	
FP_gluco	bio2	cyp79b2_b3	bcyp79b2_b3	sterile	cyp79b2_b3_sterile	cyp79b2_b3_sterile_bio2	fp2	pl4	
FP_gluco	bio2	cyp79b2_b3	bcyp79b2_b3	sterile	cyp79b2_b3_sterile	cyp79b2_b3_sterile_bio2	fp3	pl1	0.0369
FP_gluco	bio2	cyp79b2_b3	bcyp79b2_b3	sterile	cyp79b2_b3_sterile	cyp79b2_b3_sterile_bio2	fp3	pl2	
FP_gluco	bio2	cyp79b2_b3	bcyp79b2_b3	sterile	cyp79b2_b3_sterile	cyp79b2_b3_sterile_bio2	fp3	pl3	
FP_gluco	bio2	cyp79b2_b3	bcyp79b2_b3	sterile	cyp79b2_b3_sterile	cyp79b2_b3_sterile_bio2	fp3	pl4	
FP_gluco	bio2	cyp79b2_b3	bcyp79b2_b3	sterile	cyp79b2_b3_sterile	cyp79b2_b3_sterile_bio2	fp4	pl1	0.0504
FP_gluco	bio2	cyp79b2_b3	bcyp79b2_b3	sterile	cyp79b2_b3_sterile	cyp79b2_b3_sterile_bio2	fp4	pl2	0.0458
FP_gluco	bio2	cyp79b2_b3	bcyp79b2_b3	sterile	cyp79b2_b3_sterile	cyp79b2_b3_sterile_bio2	fp4	pl3	0.0263
FP_gluco	bio2	cyp79b2_b3	bcyp79b2_b3	sterile	cyp79b2_b3_sterile	cyp79b2_b3_sterile_bio2	fp4	pl4	0.0061
FP_gluco	bio2	cyp79b2_b3	bcyp79b2_b3	sterile	cyp79b2_b3_sterile	cyp79b2_b3_sterile_bio2	fp5	pl1	0.0385
FP_gluco	bio2	cyp79b2_b3	bcyp79b2_b3	sterile	cyp79b2_b3_sterile	cyp79b2_b3_sterile_bio2	fp5	pl2	0.0388
FP_gluco	bio2	cyp79b2_b3	bcyp79b2_b3	sterile	cyp79b2_b3_sterile	cyp79b2_b3_sterile_bio2	fp5	pl3	
FP_gluco	bio2	cyp79b2_b3	bcyp79b2_b3	sterile	cyp79b2_b3_sterile	cyp79b2_b3_sterile_bio2	fp5	pl4	
FP_gluco	bio2	cyp79b2_b3	bcyp79b2_b3	sterile	cyp79b2_b3_sterile	cyp79b2_b3_sterile_bio2	fp6	pl1	0.0409
FP_gluco	bio2	cyp79b2_b3	bcyp79b2_b3	sterile	cyp79b2_b3_sterile	cyp79b2_b3_sterile_bio2	fp6	pl2	0.0074
FP_gluco	bio2	cyp79b2_b3	bcyp79b2_b3	sterile	cyp79b2_b3_sterile	cyp79b2_b3_sterile_bio2	fp6	pl3	0.0078
FP_gluco	bio2	cyp79b2_b3	bcyp79b2_b3	sterile	cyp79b2_b3_sterile	cyp79b2_b3_sterile_bio2	fp6	pl4	
FP_gluco	bio2	cyp79b2_b3	bcyp79b2_b3	BFO	cyp79b2_b3_BFO	cyp79b2_b3_BFO_bio2	fp1	pl1	0.0512
FP_gluco	bio2	cyp79b2_b3	bcyp79b2_b3	BFO	cyp79b2_b3_BFO	cyp79b2_b3_BFO_bio2	fp1	pl2	0.0189
FP_gluco	bio2	cyp79b2_b3	bcyp79b2_b3	BFO	cyp79b2_b3_BFO	cyp79b2_b3_BFO_bio2	fp1	pl3	0.0189
FP_gluco	bio2	cyp79b2_b3	bcyp79b2_b3	BFO	cyp79b2_b3_BFO	cyp79b2_b3_BFO_bio2	fp1	pl4	
FP_gluco	bio2	cyp79b2_b3	bcyp79b2_b3	BFO	cyp79b2_b3_BFO	cyp79b2_b3_BFO_bio2	fp2	pl1	0.0349
FP_gluco	bio2	cyp79b2_b3	bcyp79b2_b3	BFO	cyp79b2_b3_BFO	cyp79b2_b3_BFO_bio2	fp2	pl2	0.0082
FP_gluco	bio2	cyp79b2_b3	bcyp79b2_b3	BFO	cyp79b2_b3_BFO	cyp79b2_b3_BFO_bio2	fp2	pl3	0.0173
FP_gluco	bio2	cyp79b2_b3	bcyp79b2_b3	BFO	cyp79b2_b3_BFO	cyp79b2_b3_BFO_bio2	fp2	pl4	0.0148
FP_gluco	bio2	cyp79b2_b3	bcyp79b2_b3	BFO	cyp79b2_b3_BFO	cyp79b2_b3_BFO_bio2	fp3	pl1	0.0635
FP_gluco	bio2	cyp79b2_b3	bcyp79b2_b3	BFO	cyp79b2_b3_BFO	cyp79b2_b3_BFO_bio2	fp3	pl2	0.0344
FP_gluco	bio2	cyp79b2_b3	bcyp79b2_b3	BFO	cyp79b2_b3_BFO	cyp79b2_b3_BFO_bio2	fp3	pl3	0.0072
FP_gluco	bio2	cyp79b2_b3	bcyp79b2_b3	BFO	cyp79b2_b3_BFO	cyp79b2_b3_BFO_bio2	fp3	pl4	
FP_gluco	bio2	cyp79b2_b3	bcyp79b2_b3	BFO	cyp79b2_b3_BFO	cyp79b2_b3_BFO_bio2	fp4	pl1	0.0353
FP_gluco	bio2	cyp79b2_b3	bcyp79b2_b3	BFO	cyp79b2_b3_BFO	cyp79b2_b3_BFO_bio2	fp4	pl2	0.0278
FP_gluco	bio2	cyp79b2_b3	bcyp79b2_b3	BFO	cyp79b2_b3_BFO	cyp79b2_b3_BFO_bio2	fp4	pl3	0.0109
FP_gluco	bio2	cyp79b2_b3	bcyp79b2_b3	BFO	cyp79b2_b3_BFO	cyp79b2_b3_BFO_bio2	fp4	pl4	
FP_gluco	bio2	cyp79b2_b3	bcyp79b2_b3	BFO	cyp79b2_b3_BFO	cyp79b2_b3_BFO_bio2	fp5	pl1	0.0918
FP_gluco	bio2	cyp79b2_b3	bcyp79b2_b3	BFO	cyp79b2_b3_BFO	cyp79b2_b3_BFO_bio2	fp5	pl2	0.0289
FP_gluco	bio2	cyp79b2_b3	bcyp79b2_b3	BFO	cyp79b2_b3_BFO	cyp79b2_b3_BFO_bio2	fp5	pl3	0.0562
FP_gluco	bio2	cyp79b2_b3	bcyp79b2_b3	BFO	cyp79b2_b3_BFO	cyp79b2_b3_BFO_bio2	fp5	pl4	0.0371
